STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,EU27_2020,European Union - 27 countries (from 2020),2022,,21.0,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,EU27_2020,European Union - 27 countries (from 2020),2023,,21.0,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,EU27_2020,European Union - 27 countries (from 2020),2024,,21.0,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2013,,21.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2014,,20.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2015,,20.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2016,,20.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2017,,20.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2018,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2019,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2020,,19.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2021,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2022,,19.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2023,,18.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FI,Finland,2024,,18.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2013,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2014,,19.3,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2015,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2016,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2017,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2018,,19.2,,p,provisional,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2019,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2020,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2021,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2022,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2023,,19.3,,p,provisional,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FR,France,2024,,19.3,,p,provisional,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,FX,Metropolitan France,2013,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2014,,19.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2015,,19.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2016,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2017,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2018,,19.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2019,,19.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2020,,19.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2021,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2022,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2023,,19.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,GE,Georgia,2024,,19.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2013,,21.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2014,,21.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2015,,21.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2016,,21.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2017,,22.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2018,,22.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2019,,22.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2020,,21.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2021,,21.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2022,,21.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2023,,21.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HR,Croatia,2024,,20.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2013,,20.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2014,,20.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2015,,20.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2016,,20.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2017,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2018,,19.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2019,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2020,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2021,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2022,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2023,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,HU,Hungary,2024,,19.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2013,,16.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2014,,16.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2015,,16.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2016,,16.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2017,,17.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2018,,17.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2019,,17.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2020,,17.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2021,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2022,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2023,,18.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IE,Ireland,2024,,18.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2013,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2014,,18.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2015,,18.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2016,,18.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2017,,18.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2018,,18.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2019,,17.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2020,,17.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2021,,17.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2022,,17.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2023,,17.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IS,Iceland,2024,,17.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2013,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2014,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2015,,20.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2016,,20.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2017,,21.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2018,,21.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2019,,21.9,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2020,,22.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2021,,22.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2022,,23.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2023,,23.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,IT,Italy,2024,,23.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2013,,21.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2014,,21.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2015,,22.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2016,,22.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2017,,22.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2018,,22.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2019,,23.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2020,,23.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2021,,23.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2022,,23.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2023,,23.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LI,Liechtenstein,2024,,23.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2013,,20.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2014,,20.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2015,,21.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2016,,21.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2017,,21.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2018,,22.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2019,,22.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2020,,22.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2021,,22.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2022,,22.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2023,,22.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LT,Lithuania,2024,,21.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2013,,18.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2014,,18.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2015,,18.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2016,,19.2,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2017,,19.5,,b,break in time series,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2018,,19.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2019,,19.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2020,,19.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2021,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2022,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2023,,19.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LU,Luxembourg,2024,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2013,,20.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2014,,20.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2015,,20.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2016,,20.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2017,,20.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2018,,20.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2019,,20.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2020,,20.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2021,,20.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2022,,20.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2023,,20.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,LV,Latvia,2024,,20.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MC,Monaco,2024,,23.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2013,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2014,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2015,,21.3,,be,"break in time series, estimated",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2016,,21.1,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2017,,20.9,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2018,,20.8,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2019,,20.8,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2020,,20.9,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2021,,20.8,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2022,,20.7,,e,estimated,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2023,,20.7,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MD,Moldova,2024,,20.9,,ep,"estimated, provisional",,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2013,,19.7,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2014,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2015,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2016,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2017,,20.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2018,,19.9,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2019,,19.8,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2020,,19.6,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2021,,19.5,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2022,,19.4,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2023,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,ME,Montenegro,2024,,19.3,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MK,North Macedonia,2013,,19.0,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MK,North Macedonia,2014,,19.1,,,,,
dataflow,ESTAT:TPS00010(1.0),Population by age group,A,Annual,PC_Y50_64,Proportion of population aged 50-64 years,MK,North Macedonia,2015,,19.3,,,,,
